"2023-03-10 01:05:46,448 - INFO  [WorkerReceiver[myid=11]:FastLeaderElection@550] - Notification: 11 (n.leader), 0x100001572 (n.zxid), 0xB (n.round), FOLLOWING (n.state), 11 (n.sid), 0xA (n.peerEPoch), FOLLOWING (my state)"
"2016-08-31 18:58:39,441 - DEBUG [WorkerReceiver[myid=4]:FastLeaderElection@543] - Notification: 4 (n.leader), 0x100001565 (n.zxid), 0x4 (n.round), LEADING (n.state), 4 (n.sid), 0x3 (n.peerEPoch), LEADING (my state)"
"2021-02-16 00:55:22,140 - INFO  [QuorumPeer[myid=7]/0:0:0:0:0:0:0:0:2187:Environment@100] - Server environment:zookeeper.version=3.4.11--7, built on 12/16/2019 23:32 GMT"
"2016-09-11 19:30:33,090 - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:Environment@100] - Server environment:zookeeper.version=3.4.6--2, built on 07/11/2014 18:27 GMT"
"2017-10-12 20:35:44,100 - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:zookeeper.version=3.4.7--3, built on 08/12/2015 19:28 GMT"
"`2017-10-20 18:30:45,750 - INFO  [LearnerHandler-/10.10.36.13:50100:Observer@610] - Have quorum of supporters; starting up and setting last processed zxid: 0xd00000002`"
"`2020-01-23 20:05:55,780 - INFO  [LearnerHandler-/10.10.39.16:50415:Observer@630] - Have quorum of supporters; starting up and setting last processed zxid: 0x100000005`"
"`2022-03-25 16:45:25,830 - DEBUG  [LearnerHandler-/10.10.41.18:50625:Follower@640] - Have quorum of supporters; starting up and setting last processed zxid: 0x120000007`"
"2018-10-01 22:10:50,555 - INFO  [ProcessThread(sid:5 cport:-1)::PrepRequestProcessor@627] - Got user-level KeeperException when processing sessionid:0x34ed93485090004 type:create cxid:0x55b8bb12 zxid:0x100000013 txntype:-1 reqpath:n/a Error Path:/tmp/cache.tmp Error:KeeperErrorCode = NodeExists for /tmp/cache.tmp"
"2021-01-04 01:43:80,888 - INFO  [ProcessThread(sid:8 cport:-1)::PrepRequestProcessor@627] - Got user-level KeeperException when processing sessionid:0x34ed93485090007 type:create cxid:0x55b8bb15 zxid:0x100000016 txntype:-1 reqpath:n/a Error Path:/opt/app/data.db Error:KeeperErrorCode = NodeExists for /opt/app/data.db"
"2024-04-07 04:16:10,111 - INFO  [ProcessThread(sid:11 cport:-1)::PrepRequestProcessor@627] - Got user-level KeeperException when processing sessionid:0x34ed93485090010 type:create cxid:0x55b8bb18 zxid:0x100000019 txntype:-1 reqpath:n/a Error Path:/var/www/html/index.html Error:KeeperErrorCode = NodeExists for /var/www/html/index.html"
"2019-12-22 20:13:22,213 - INFO  [QuorumPeer[myid=6]/0:0:0:0:0:0:0:0:2185:Environment@104] - Server environment:java.class.path=/etc/zookeeper_prod/conf:/usr/share/java/jline5.jar:/usr/share/java/log4j-2.2.jar:/usr/share/java/xercesImpl5.jar:/usr/share/java/xmlParserAPIs5.jar:/usr/share/java/netty5.jar:/usr/share/java/slf4j-api5.jar:/usr/share/java/slf4j-log4j22.jar:/usr/share/java/zookeeper5.jar"
"2023-04-26 00:17:26,657 - INFO  [QuorumPeer[myid=10]/0:0:0:0:0:0:0:0:2189:Environment@108] - Server environment:java.class.path=/etc/zookeeper_special/conf:/usr/share/java/jline9.jar:/usr/share/java/log4j-2.6.jar:/usr/share/java/xercesImpl9.jar:/usr/share/java/xmlParserAPIs9.jar:/usr/share/java/netty9.jar:/usr/share/java/slf4j-api9.jar:/usr/share/java/slf4j-log4j26.jar:/usr/share/java/zookeeper9.jar"
"2016-09-19 17:10:19,890 - WARN  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2182:Environment@101] - Server environment:java.class.path=/etc/zookeeper_new/conf:/usr/share/java/jline2.jar:/usr/share/java/log4j-1.3.jar:/usr/share/java/xercesImpl2.jar:/usr/share/java/xmlParserAPIs2.jar:/usr/share/java/netty2.jar:/usr/share/java/slf4j-api2.jar:/usr/share/java/slf4j-log4j13.jar:/usr/share/java/zookeeper2.jar"
"`2016-09-16 13:25:42,085 - INFO  [LearnerHandler-/10.10.35.12:33977:LearnerHandler@400] - Sending SYNC`"
"`2017-10-17 15:36:51,096 - INFO  [LearnerHandler-/10.10.36.13:34978:LearnerHandler@405] - Sending TRUNC`"
"`2018-11-18 17:47:00,107 - INFO  [LearnerHandler-/10.10.37.14:35979:LearnerHandler@410] - Sending SNAP`"
